Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
40	-3741.581	-3725.48	-16.1012	0.3153001	0.2355827	0.249317	-0.04614993	0.0121477	0.495687	0.0119603	0.0187743	0.453047	0.00838374	0.1491126	0.00150655	0.0564941	0.47008	3.47192	0.316303	0.294362	0.122125	0.267209	0.1029626	1.44822
50	-3745.748	-3723.446	-22.30206	0.2650197	0.20702	0.2285232	0.1100943	0.0109902	0.529784	0.0176181	0.0174365	0.414909	0.00926231	0.4313647	0.000671323	0.037921	0.40173	3.55968	0.288515	0.30575	0.130565	0.275171	0.5414591	0.796671
50	-3745.748	-3723.446	-22.30206	0.2650197	0.20702	0.2285232	0.1100943	0.0109902	0.529784	0.0176181	0.0174365	0.414909	0.00926231	0.4313647	0.000671323	0.037921	0.40173	3.55968	0.288515	0.30575	0.130565	0.275171	0.5414591	0.796671
60	-3741.982	-3723.491	-18.49187	0.298572	0.2041638	0.2497065	-0.1171048	0.0120454	0.450785	0.0124356	0.00967707	0.506929	0.00812751	0.3231471	0.000611519	0.0362116	0.394437	3.56874	0.304848	0.304259	0.131781	0.259112	0.2060422	1.568354
60	-3741.982	-3723.491	-18.49187	0.298572	0.2041638	0.2497065	-0.1171048	0.0120454	0.450785	0.0124356	0.00967707	0.506929	0.00812751	0.3231471	0.000611519	0.0362116	0.394437	3.56874	0.304848	0.304259	0.131781	0.259112	0.2060422	1.568354
70	-3740.819	-3722.108	-18.71116	0.2245901	0.206176	0.2886545	-0.02764405	0.0110716	0.472084	0.00699043	0.00621378	0.497248	0.00639209	0.2800195	0.000653242	0.0374127	0.399583	3.56235	0.296728	0.310398	0.123058	0.269817	0.2523755	1.109535
70	-3740.819	-3722.108	-18.71116	0.2245901	0.206176	0.2886545	-0.02764405	0.0110716	0.472084	0.00699043	0.00621378	0.497248	0.00639209	0.2800195	0.000653242	0.0374127	0.399583	3.56235	0.296728	0.310398	0.123058	0.269817	0.2523755	1.109535
80	-3735.536	-3719.473	-16.06351	0.2271429	0.1810285	0.3297611	-0.1108505	0.00815994	0.568216	0.00993074	0.00522315	0.40218	0.0062897	0.1412297	0.000257582	0.0235974	0.332367	3.64378	0.310229	0.275642	0.130138	0.283991	0.03037923	4.648891
80	-3735.536	-3719.473	-16.06351	0.2271429	0.1810285	0.3297611	-0.1108505	0.00815994	0.568216	0.00993074	0.00522315	0.40218	0.0062897	0.1412297	0.000257582	0.0235974	0.332367	3.64378	0.310229	0.275642	0.130138	0.283991	0.03037923	4.648891
90	-3738.144	-3722.206	-15.93839	0.2321405	0.1805973	0.3493628	-0.03751086	0.00556193	0.523021	0.00927598	0.00463346	0.439263	0.0182446	0.08444992	0.000252931	0.0233851	0.331161	3.6452	0.285999	0.306116	0.137573	0.270313	0.04693906	1.79914
90	-3738.144	-3722.206	-15.93839	0.2321405	0.1805973	0.3493628	-0.03751086	0.00556193	0.523021	0.00927598	0.00463346	0.439263	0.0182446	0.08444992	0.000252931	0.0233851	0.331161	3.6452	0.285999	0.306116	0.137573	0.270313	0.04693906	1.79914
100	-3740.084	-3724.576	-15.50788	0.2621203	0.2078613	0.3266124	-0.03916055	0.00986262	0.499771	0.00954306	0.00668505	0.468607	0.00553129	0.07121145	0.000689691	0.0384303	0.403862	3.55702	0.288779	0.298381	0.120508	0.292332	0.0320509	2.221824
100	-3740.084	-3724.576	-15.50788	0.2621203	0.2078613	0.3266124	-0.03916055	0.00986262	0.499771	0.00954306	0.00668505	0.468607	0.00553129	0.07121145	0.000689691	0.0384303	0.403862	3.55702	0.288779	0.298381	0.120508	0.292332	0.0320509	2.221824
110	-3741.351	-3727.002	-14.34878	0.310657	0.2153168	0.2581552	-0.02436016	0.0109981	0.591334	0.00806428	0.00457882	0.372077	0.0129474	0.03418872	0.000868015	0.0430526	0.42244	3.53364	0.283548	0.295853	0.127619	0.292981	0.009828557	3.478508
110	-3741.351	-3727.002	-14.34878	0.310657	0.2153168	0.2581552	-0.02436016	0.0109981	0.591334	0.00806428	0.00457882	0.372077	0.0129474	0.03418872	0.000868015	0.0430526	0.42244	3.53364	0.283548	0.295853	0.127619	0.292981	0.009828557	3.478508
120	-3734.916	-3720.102	-14.81406	0.2511941	0.2106619	0.2685559	-0.07970957	0.0110393	0.557316	0.00596548	0.00666944	0.413948	0.0050614	0.08508986	0.00075336	0.0401439	0.410907	3.5482	0.282225	0.309356	0.138068	0.270351	0.005380291	15.81511
120	-3734.916	-3720.102	-14.81406	0.2511941	0.2106619	0.2685559	-0.07970957	0.0110393	0.557316	0.00596548	0.00666944	0.413948	0.0050614	0.08508986	0.00075336	0.0401439	0.410907	3.5482	0.282225	0.309356	0.138068	0.270351	0.005380291	15.81511
130	-3738.271	-3722.958	-15.3135	0.2701003	0.2163278	0.2481189	-0.1425492	0.0094146	0.558107	0.00636848	0.00425565	0.414535	0.00731982	0.1562278	0.000894415	0.0436939	0.424915	3.5305	0.321811	0.305484	0.124167	0.248538	0.0136786	11.42133
130	-3738.271	-3722.958	-15.3135	0.2701003	0.2163278	0.2481189	-0.1425492	0.0094146	0.558107	0.00636848	0.00425565	0.414535	0.00731982	0.1562278	0.000894415	0.0436939	0.424915	3.5305	0.321811	0.305484	0.124167	0.248538	0.0136786	11.42133
140	-3744.52	-3726.47	-18.04953	0.2855025	0.2230466	0.2390937	-0.454899	0.014328	0.447697	0.0136069	0.00632174	0.506381	0.0116659	0.4733912	0.00108394	0.0480388	0.441101	3.50978	0.302853	0.29299	0.132582	0.271575	0.01849215	25.59957
140	-3744.52	-3726.47	-18.04953	0.2855025	0.2230466	0.2390937	-0.454899	0.014328	0.447697	0.0136069	0.00632174	0.506381	0.0116659	0.4733912	0.00108394	0.0480388	0.441101	3.50978	0.302853	0.29299	0.132582	0.271575	0.01849215	25.59957
150	-3747.017	-3730.573	-16.44355	0.3281791	0.1768485	0.200484	-0.3173218	0.0143898	0.497349	0.0135083	0.00508581	0.462831	0.00683598	0.3275547	0.000215062	0.0215769	0.320608	3.6576	0.280829	0.310746	0.126071	0.282355	0.01023284	32.01014
150	-3747.017	-3730.573	-16.44355	0.3281791	0.1768485	0.200484	-0.3173218	0.0143898	0.497349	0.0135083	0.00508581	0.462831	0.00683598	0.3275547	0.000215062	0.0215769	0.320608	3.6576	0.280829	0.310746	0.126071	0.282355	0.01023284	32.01014
160	-3746.764	-3724.516	-22.24803	0.3066246	0.2339264	0.2259865	-0.781654	0.0149395	0.52353	0.0110079	0.00534952	0.431798	0.0133751	0.8668524	0.00144535	0.0553531	0.466341	3.47686	0.289345	0.301493	0.128122	0.281039	0.08519839	10.17452
160	-3746.764	-3724.516	-22.24803	0.3066246	0.2339264	0.2259865	-0.781654	0.0149395	0.52353	0.0110079	0.00534952	0.431798	0.0133751	0.8668524	0.00144535	0.0553531	0.466341	3.47686	0.289345	0.301493	0.128122	0.281039	0.08519839	10.17452
170	-3749.161	-3728.452	-20.70847	0.294378	0.1855471	0.2546385	-0.4307184	0.00772245	0.534126	0.00863716	0.00606947	0.433963	0.0094822	0.5970109	0.000310194	0.0258758	0.344899	3.62892	0.271149	0.314453	0.14162	0.272778	0.1662924	3.590127
170	-3749.161	-3728.452	-20.70847	0.294378	0.1855471	0.2546385	-0.4307184	0.00772245	0.534126	0.00863716	0.00606947	0.433963	0.0094822	0.5970109	0.000310194	0.0258758	0.344899	3.62892	0.271149	0.314453	0.14162	0.272778	0.1662924	3.590127
180	-3742.232	-3722.04	-20.19154	0.2932289	0.1885434	0.2780346	-0.4451542	0.0111621	0.485003	0.0121941	0.00467159	0.477024	0.00994563	0.5668347	0.000349155	0.0274386	0.353102	3.61911	0.307806	0.304165	0.130359	0.257671	0.1216806	4.658384
180	-3742.232	-3722.04	-20.19154	0.2932289	0.1885434	0.2780346	-0.4451542	0.0111621	0.485003	0.0121941	0.00467159	0.477024	0.00994563	0.5668347	0.000349155	0.0274386	0.353102	3.61911	0.307806	0.304165	0.130359	0.257671	0.1216806	4.658384
190	-3745.665	-3729.134	-16.53087	0.3240456	0.2086233	0.209704	0.1040389	0.0138528	0.484764	0.0181393	0.0096107	0.47037	0.00326305	0.1211521	0.000706627	0.0388937	0.405787	3.55461	0.286598	0.301217	0.137888	0.274297	0.2251909	0.537997
190	-3745.665	-3729.134	-16.53087	0.3240456	0.2086233	0.209704	0.1040389	0.0138528	0.484764	0.0181393	0.0096107	0.47037	0.00326305	0.1211521	0.000706627	0.0388937	0.405787	3.55461	0.286598	0.301217	0.137888	0.274297	0.2251909	0.537997
200	-3740.474	-3726.418	-14.0556	0.291531	0.1848428	0.214867	0.01794464	0.0139799	0.592142	0.00977336	0.0124057	0.37056	0.00113889	0.02070678	0.000301518	0.0255144	0.342958	3.63123	0.281304	0.312603	0.130686	0.275407	0.03865142	0.5357313
200	-3740.474	-3726.418	-14.0556	0.291531	0.1848428	0.214867	0.01794464	0.0139799	0.592142	0.00977336	0.0124057	0.37056	0.00113889	0.02070678	0.000301518	0.0255144	0.342958	3.63123	0.281304	0.312603	0.130686	0.275407	0.03865142	0.5357313
210	-3737.846	-3720.52	-17.32619	0.2050265	0.1652556	0.3308044	-0.2215603	0.0109046	0.537602	0.0157414	0.00352189	0.430798	0.00143197	0.2747784	0.000124299	0.0164337	0.287216	3.69623	0.300029	0.309082	0.134111	0.256778	0.05321807	5.163254
210	-3737.846	-3720.52	-17.32619	0.2050265	0.1652556	0.3308044	-0.2215603	0.0109046	0.537602	0.0157414	0.00352189	0.430798	0.00143197	0.2747784	0.000124299	0.0164337	0.287216	3.69623	0.300029	0.309082	0.134111	0.256778	0.05321807	5.163254
220	-3739.538	-3723.712	-15.82529	0.2057758	0.1741312	0.2700731	-0.1907776	0.0124711	0.537246	0.0142941	0.00980111	0.424401	0.00178661	0.2017953	0.000190375	0.0203096	0.312881	3.66662	0.308099	0.295345	0.132872	0.263684	0.01101773	18.31551
220	-3739.538	-3723.712	-15.82529	0.2057758	0.1741312	0.2700731	-0.1907776	0.0124711	0.537246	0.0142941	0.00980111	0.424401	0.00178661	0.2017953	0.000190375	0.0203096	0.312881	3.66662	0.308099	0.295345	0.132872	0.263684	0.01101773	18.31551
230	-3739.929	-3723.667	-16.26179	0.2378685	0.1960942	0.2794255	-0.2366061	0.00805708	0.597485	0.0162479	0.0107279	0.363187	0.0042951	0.2456372	0.000462942	0.031553	0.373387	3.5946	0.28639	0.310847	0.119054	0.28371	0.00903104	27.19921
230	-3739.929	-3723.667	-16.26179	0.2378685	0.1960942	0.2794255	-0.2366061	0.00805708	0.597485	0.0162479	0.0107279	0.363187	0.0042951	0.2456372	0.000462942	0.031553	0.373387	3.5946	0.28639	0.310847	0.119054	0.28371	0.00903104	27.19921
240	-3735.72	-3720.362	-15.35743	0.2558952	0.2147689	0.3086458	-0.04305065	0.0100943	0.536131	0.00802188	0.0151739	0.427179	0.00339911	0.07389717	0.000853934	0.0427064	0.421094	3.53535	0.297966	0.298769	0.133866	0.269398	0.03084652	2.39564
240	-3735.72	-3720.362	-15.35743	0.2558952	0.2147689	0.3086458	-0.04305065	0.0100943	0.536131	0.00802188	0.0151739	0.427179	0.00339911	0.07389717	0.000853934	0.0427064	0.421094	3.53535	0.297966	0.298769	0.133866	0.269398	0.03084652	2.39564
250	-3738.027	-3722.322	-15.70547	0.2466969	0.2058948	0.2698916	-0.05276078	0.0169025	0.45555	0.00652613	0.00582302	0.50632	0.00887842	0.1218878	0.000647295	0.0372439	0.398867	3.56324	0.290359	0.321671	0.130881	0.257089	0.06912699	1.763244
250	-3738.027	-3722.322	-15.70547	0.2466969	0.2058948	0.2698916	-0.05276078	0.0169025	0.45555	0.00652613	0.00582302	0.50632	0.00887842	0.1218878	0.000647295	0.0372439	0.398867	3.56324	0.290359	0.321671	0.130881	0.257089	0.06912699	1.763244
260	-3741.324	-3726.096	-15.22754	0.2734015	0.2108247	0.2842812	-0.08239662	0.0198913	0.455641	0.0118595	0.00731318	0.501137	0.00415822	0.1007173	0.000757181	0.0402444	0.411314	3.54768	0.300064	0.307386	0.13128	0.261271	0.01832068	5.497465
260	-3741.324	-3726.096	-15.22754	0.2734015	0.2108247	0.2842812	-0.08239662	0.0198913	0.455641	0.0118595	0.00731318	0.501137	0.00415822	0.1007173	0.000757181	0.0402444	0.411314	3.54768	0.300064	0.307386	0.13128	0.261271	0.01832068	5.497465
270	-3738.136	-3722.383	-15.75283	0.2578509	0.1873703	0.3052821	-0.01556644	0.0204496	0.58535	0.0066372	0.00288625	0.380655	0.00402182	0.08709348	0.000333501	0.0268219	0.349901	3.62294	0.305166	0.294957	0.1304	0.269478	0.07152704	1.21763
270	-3738.136	-3722.383	-15.75283	0.2578509	0.1873703	0.3052821	-0.01556644	0.0204496	0.58535	0.0066372	0.00288625	0.380655	0.00402182	0.08709348	0.000333501	0.0268219	0.349901	3.62294	0.305166	0.294957	0.1304	0.269478	0.07152704	1.21763
280	-3740.08	-3723.403	-16.67678	0.254143	0.173217	0.28094	-0.1251835	0.0100281	0.633695	0.00634624	0.00523974	0.341635	0.00305615	0.2119924	0.000182565	0.0198916	0.310267	3.66966	0.296862	0.291696	0.138104	0.273338	0.08680889	2.442058
280	-3740.08	-3723.403	-16.67678	0.254143	0.173217	0.28094	-0.1251835	0.0100281	0.633695	0.00634624	0.00523974	0.341635	0.00305615	0.2119924	0.000182565	0.0198916	0.310267	3.66966	0.296862	0.291696	0.138104	0.273338	0.08680889	2.442058
290	-3735.669	-3719.548	-16.12143	0.2667347	0.2027202	0.3181212	0.04525401	0.0132383	0.522679	0.00987135	0.0065541	0.446648	0.00100989	0.06978978	0.000582764	0.0353593	0.39072	3.57334	0.313089	0.291509	0.135224	0.260178	0.1150438	0.6066367
290	-3735.669	-3719.548	-16.12143	0.2667347	0.2027202	0.3181212	0.04525401	0.0132383	0.522679	0.00987135	0.0065541	0.446648	0.00100989	0.06978978	0.000582764	0.0353593	0.39072	3.57334	0.313089	0.291509	0.135224	0.260178	0.1150438	0.6066367
300	-3735.139	-3719.355	-15.78407	0.2745389	0.1840227	0.2553018	-0.08616853	0.0139682	0.5426	0.0143652	0.00348857	0.423994	0.00158461	0.1509558	0.00029164	0.0250965	0.340692	3.63392	0.305212	0.292996	0.137041	0.264752	0.0647873	2.330022
300	-3735.139	-3719.355	-15.78407	0.2745389	0.1840227	0.2553018	-0.08616853	0.0139682	0.5426	0.0143652	0.00348857	0.423994	0.00158461	0.1509558	0.00029164	0.0250965	0.340692	3.63392	0.305212	0.292996	0.137041	0.264752	0.0647873	2.330022
310	-3741.064	-3724.512	-16.5524	0.2311583	0.1874275	0.3089849	0.1315975	0.010991	0.553806	0.00613052	0.00184983	0.420699	0.00652363	0.05725991	0.000334251	0.0268518	0.350057	3.62276	0.301278	0.302451	0.134724	0.261547	0.1888574	0.3031912
310	-3741.064	-3724.512	-16.5524	0.2311583	0.1874275	0.3089849	0.1315975	0.010991	0.553806	0.00613052	0.00184983	0.420699	0.00652363	0.05725991	0.000334251	0.0268518	0.350057	3.62276	0.301278	0.302451	0.134724	0.261547	0.1888574	0.3031912
320	-3734.889	-3719.745	-15.14406	0.2784801	0.2195804	0.2756614	0.08693535	0.0195748	0.563031	0.00659107	0.00743006	0.396095	0.00727727	0.0159654	0.000983072	0.0457797	0.432808	3.52043	0.288154	0.302353	0.134691	0.274802	0.1029007	0.1551534
320	-3734.889	-3719.745	-15.14406	0.2784801	0.2195804	0.2756614	0.08693535	0.0195748	0.563031	0.00659107	0.00743006	0.396095	0.00727727	0.0159654	0.000983072	0.0457797	0.432808	3.52043	0.288154	0.302353	0.134691	0.274802	0.1029007	0.1551534
330	-3735.869	-3720.247	-15.62132	0.2437113	0.1921111	0.2946095	0.1260198	0.0146815	0.584297	0.0049439	0.00772298	0.382188	0.00616695	0.0142009	0.000400042	0.0293519	0.362757	3.60749	0.290119	0.313831	0.123392	0.272657	0.1402207	0.1012753
330	-3735.869	-3720.247	-15.62132	0.2437113	0.1921111	0.2946095	0.1260198	0.0146815	0.584297	0.0049439	0.00772298	0.382188	0.00616695	0.0142009	0.000400042	0.0293519	0.362757	3.60749	0.290119	0.313831	0.123392	0.272657	0.1402207	0.1012753
340	-3736.039	-3720.13	-15.90897	0.228547	0.1885247	0.2811447	0.1790454	0.0121034	0.541111	0.00630072	0.0131125	0.422938	0.00443446	0.0159721	0.000348902	0.0274288	0.353051	3.61917	0.290948	0.303141	0.12879	0.277121	0.1950175	0.08190085
340	-3736.039	-3720.13	-15.90897	0.228547	0.1885247	0.2811447	0.1790454	0.0121034	0.541111	0.00630072	0.0131125	0.422938	0.00443446	0.0159721	0.000348902	0.0274288	0.353051	3.61917	0.290948	0.303141	0.12879	0.277121	0.1950175	0.08190085
350	-3739.065	-3722.625	-16.43974	0.2663698	0.2471541	0.2928111	0.2286847	0.0134787	0.504354	0.0103559	0.00958844	0.457238	0.00498486	0.0117693	0.00198176	0.0646425	0.495445	3.43793	0.317062	0.285655	0.14292	0.254362	0.240454	0.04894615
350	-3739.065	-3722.625	-16.43974	0.2663698	0.2471541	0.2928111	0.2286847	0.0134787	0.504354	0.0103559	0.00958844	0.457238	0.00498486	0.0117693	0.00198176	0.0646425	0.495445	3.43793	0.317062	0.285655	0.14292	0.254362	0.240454	0.04894615
360	-3738.342	-3721.906	-16.43586	0.2798867	0.1792252	0.2526509	0.1525532	0.0179099	0.530615	0.011511	0.00628617	0.429184	0.00449407	0.072313	0.000238542	0.0227153	0.327313	3.64973	0.278729	0.296927	0.142062	0.282282	0.2248662	0.3215823
360	-3738.342	-3721.906	-16.43586	0.2798867	0.1792252	0.2526509	0.1525532	0.0179099	0.530615	0.011511	0.00628617	0.429184	0.00449407	0.072313	0.000238542	0.0227153	0.327313	3.64973	0.278729	0.296927	0.142062	0.282282	0.2248662	0.3215823
370	-3736.082	-3718.879	-17.20242	0.2729933	0.1781418	0.2379253	-0.06425745	0.0143679	0.566898	0.0104984	0.00241166	0.40372	0.00210386	0.2332902	0.000227615	0.0221929	0.324263	3.65332	0.30307	0.29698	0.131706	0.268245	0.1690328	1.380148
370	-3736.082	-3718.879	-17.20242	0.2729933	0.1781418	0.2379253	-0.06425745	0.0143679	0.566898	0.0104984	0.00241166	0.40372	0.00210386	0.2332902	0.000227615	0.0221929	0.324263	3.65332	0.30307	0.29698	0.131706	0.268245	0.1690328	1.380148
380	-3738.951	-3723.449	-15.50186	0.2637093	0.2066274	0.2380666	-0.1564503	0.0195747	0.571576	0.0085482	0.00200649	0.39361	0.00468501	0.1791091	0.000662869	0.0376842	0.400732	3.56092	0.278428	0.317074	0.135735	0.268763	0.02265881	7.904611
380	-3738.951	-3723.449	-15.50186	0.2637093	0.2066274	0.2380666	-0.1564503	0.0195747	0.571576	0.0085482	0.00200649	0.39361	0.00468501	0.1791091	0.000662869	0.0376842	0.400732	3.56092	0.278428	0.317074	0.135735	0.268763	0.02265881	7.904611
390	-3740.426	-3724.317	-16.10833	0.2156581	0.1909711	0.3466794	-0.1242326	0.0167705	0.544759	0.00746084	0.0040951	0.423296	0.00361787	0.1410098	0.000383236	0.0287345	0.359685	3.6112	0.285638	0.299141	0.131024	0.284197	0.01677721	8.404843
390	-3740.426	-3724.317	-16.10833	0.2156581	0.1909711	0.3466794	-0.1242326	0.0167705	0.544759	0.00746084	0.0040951	0.423296	0.00361787	0.1410098	0.000383236	0.0287345	0.359685	3.6112	0.285638	0.299141	0.131024	0.284197	0.01677721	8.404843
400	-3742.811	-3727.008	-15.80347	0.2177118	0.1868089	0.2958929	-0.09853442	0.00828476	0.589745	0.00442249	0.00705127	0.385457	0.0050392	0.138395	0.000326192	0.0265289	0.348364	3.62478	0.273841	0.310974	0.137951	0.277234	0.03986055	3.471978
400	-3742.811	-3727.008	-15.80347	0.2177118	0.1868089	0.2958929	-0.09853442	0.00828476	0.589745	0.00442249	0.00705127	0.385457	0.0050392	0.138395	0.000326192	0.0265289	0.348364	3.62478	0.273841	0.310974	0.137951	0.277234	0.03986055	3.471978
410	-3734.954	-3718.729	-16.22542	0.2193881	0.1848407	0.3518345	-0.1531685	0.0166585	0.546885	0.00417016	0.00184441	0.425597	0.0048449	0.1594721	0.000301492	0.0255133	0.342952	3.63123	0.292705	0.294409	0.143236	0.26965	0.006303597	25.29859
410	-3734.954	-3718.729	-16.22542	0.2193881	0.1848407	0.3518345	-0.1531685	0.0166585	0.546885	0.00417016	0.00184441	0.425597	0.0048449	0.1594721	0.000301492	0.0255133	0.342952	3.63123	0.292705	0.294409	0.143236	0.26965	0.006303597	25.29859
420	-3732.626	-3716.881	-15.74426	0.199847	0.1690561	0.3562416	0.02122666	0.015622	0.542678	0.00650232	0.00248522	0.425913	0.00679933	0.04010549	0.000150013	0.0180431	0.298282	3.68352	0.297839	0.311678	0.123726	0.266757	0.06133215	0.6539064
420	-3732.626	-3716.881	-15.74426	0.199847	0.1690561	0.3562416	0.02122666	0.015622	0.542678	0.00650232	0.00248522	0.425913	0.00679933	0.04010549	0.000150013	0.0180431	0.298282	3.68352	0.297839	0.311678	0.123726	0.266757	0.06133215	0.6539064
430	-3745.104	-3729.407	-15.69703	0.2576856	0.1869776	0.3052391	0.05512358	0.0151929	0.571527	0.00617012	0.00210712	0.397852	0.00715072	0.04660736	0.000328376	0.0266168	0.348826	3.62423	0.268727	0.336322	0.119912	0.275038	0.1017309	0.4581434
430	-3745.104	-3729.407	-15.69703	0.2576856	0.1869776	0.3052391	0.05512358	0.0151929	0.571527	0.00617012	0.00210712	0.397852	0.00715072	0.04660736	0.000328376	0.0266168	0.348826	3.62423	0.268727	0.336322	0.119912	0.275038	0.1017309	0.4581434
440	-3737.537	-3721.854	-15.68239	0.2549976	0.2122819	0.2984108	0.08033533	0.0191769	0.547156	0.00781771	0.00398988	0.413587	0.00827228	0.04036822	0.000791993	0.0411478	0.414946	3.54311	0.284994	0.296543	0.133242	0.285221	0.1207035	0.334441
440	-3737.537	-3721.854	-15.68239	0.2549976	0.2122819	0.2984108	0.08033533	0.0191769	0.547156	0.00781771	0.00398988	0.413587	0.00827228	0.04036822	0.000791993	0.0411478	0.414946	3.54311	0.284994	0.296543	0.133242	0.285221	0.1207035	0.334441
450	-3737.952	-3721.57	-16.38138	0.2462816	0.1906575	0.2866642	0.2137825	0.0116005	0.622687	0.00762421	0.00880039	0.345358	0.00393005	0.02076102	0.000378704	0.0285656	0.358838	3.61222	0.292086	0.29471	0.124654	0.28855	0.2345435	0.08851668
450	-3737.952	-3721.57	-16.38138	0.2462816	0.1906575	0.2866642	0.2137825	0.0116005	0.622687	0.00762421	0.00880039	0.345358	0.00393005	0.02076102	0.000378704	0.0285656	0.358838	3.61222	0.292086	0.29471	0.124654	0.28855	0.2345435	0.08851668
460	-3738.811	-3722.107	-16.70319	0.2407438	0.1658598	0.3060819	0.09635413	0.012804	0.500404	0.00431138	0.00592314	0.470464	0.00609349	0.08725446	0.000128145	0.0166845	0.288982	3.69421	0.302396	0.294932	0.13975	0.262922	0.1836086	0.4752199
460	-3738.811	-3722.107	-16.70319	0.2407438	0.1658598	0.3060819	0.09635413	0.012804	0.500404	0.00431138	0.00592314	0.470464	0.00609349	0.08725446	0.000128145	0.0166845	0.288982	3.69421	0.302396	0.294932	0.13975	0.262922	0.1836086	0.4752199
470	-3742.243	-3727.233	-15.01018	0.24653	0.2145208	0.2391973	0.1383629	0.0182435	0.503743	0.00231606	0.0110464	0.462632	0.00201952	0.00507306	0.000847609	0.04255	0.420483	3.53612	0.276474	0.323911	0.124633	0.274981	0.143436	0.03536811
470	-3742.243	-3727.233	-15.01018	0.24653	0.2145208	0.2391973	0.1383629	0.0182435	0.503743	0.00231606	0.0110464	0.462632	0.00201952	0.00507306	0.000847609	0.04255	0.420483	3.53612	0.276474	0.323911	0.124633	0.274981	0.143436	0.03536811
480	-3740.06	-3721.621	-18.4393	0.2124882	0.2061583	0.3289219	-0.2731883	0.0141869	0.628369	0.00559563	0.00476321	0.344152	0.00293356	0.3638165	0.000652866	0.037402	0.399538	3.56241	0.290022	0.298151	0.130994	0.280833	0.09062828	4.014382
480	-3740.06	-3721.621	-18.4393	0.2124882	0.2061583	0.3289219	-0.2731883	0.0141869	0.628369	0.00559563	0.00476321	0.344152	0.00293356	0.3638165	0.000652866	0.037402	0.399538	3.56241	0.290022	0.298151	0.130994	0.280833	0.09062828	4.014382
